beneficiary_id,name,age_group,age_months,gender,region,meals_per_day,food_diversity_score,protein_intake_g,calorie_intake_kcal,attendance_rate,days_since_last_check,risk_score,risk_category,last_updated
BEN00927,Aditya Malhotra,13-18 years,164,Male,Andhra Pradesh,3,6,51.9,1885.0,0.83,14,29.9,Low,2025-12-19 16:06:13
BEN00928,Aryan Iyer,6-12 years,133,Male,Gujarat,4,7,43.1,1547.0,0.76,3,4.5,Low,2025-12-21 16:06:13
BEN00929,Riya Singh,13-18 years,165,Female,Rajasthan,3,1,12.7,1328.0,0.5,0,81.1,High,2025-12-27 16:06:13
BEN00930,Ananya Kumar,0-2 years,20,Female,Kerala,2,2,16.3,1137.0,0.51,43,88.5,High,2025-12-10 16:06:13
BEN00931,Pihu Gupta,3-5 years,55,Female,Jammu and Kashmir,2,5,44.1,1927.0,0.78,21,41.3,Medium,2025-12-15 16:06:13
BEN00932,Arnav Pandey,6-12 years,95,Male,Gujarat,3,6,40.4,2010.0,0.91,27,19.4,Low,2025-12-28 16:06:13
BEN00933,Shaurya Rao,3-5 years,57,Male,Jharkhand,2,2,22.5,1334.0,0.38,25,96.8,High,2025-12-16 16:06:13
BEN00934,Sai Mehta,3-5 years,50,Male,Tamil Nadu,3,7,43.2,1796.0,0.92,7,21.1,Low,2025-12-13 16:06:13
BEN00935,Kiara Reddy,3-5 years,40,Female,Bihar,3,6,59.3,1802.0,0.99,1,14.5,Low,2025-12-16 16:06:13
BEN00936,Ved Kumar,13-18 years,173,Male,Telangana,2,1,13.8,1100.0,0.62,30,100.0,High,2025-12-22 16:06:13
BEN00937,Pari Malhotra,13-18 years,214,Female,Haryana,2,7,35.1,1536.0,0.98,10,44.1,Medium,2025-12-25 16:06:13
BEN00938,Zoya Singh,6-12 years,103,Female,Andhra Pradesh,2,2,18.6,951.0,0.43,8,100.0,High,2025-12-27 16:06:13
BEN00939,Vivaan Kumar,3-5 years,48,Male,Karnataka,4,6,44.3,1699.0,0.98,30,16.4,Low,2025-12-20 16:06:13
BEN00940,Shaurya Yadav,3-5 years,59,Male,Chhattisgarh,3,1,23.7,1364.0,0.57,11,80.6,High,2025-12-26 16:06:13
BEN00941,Siya Yadav,6-12 years,140,Female,Jharkhand,2,3,22.8,982.0,0.52,14,90.4,High,2025-12-23 16:06:13
BEN00942,Kabir Mehta,0-2 years,15,Male,Uttar Pradesh,3,4,52.5,2155.0,0.92,37,35.0,Medium,2026-01-03 16:06:13
BEN00943,Aarav Khan,6-12 years,142,Male,Haryana,2,1,15.0,1373.0,0.49,39,100.0,High,2025-12-31 16:06:13
BEN00944,Riya Mehta,0-2 years,0,Female,Assam,3,5,46.5,2054.0,0.87,43,27.6,Low,2025-12-06 16:06:13
BEN00945,Zoya Patel,0-2 years,14,Female,Haryana,4,6,54.1,2193.0,0.94,6,2.5,Low,2025-12-16 16:06:13
BEN00946,Advaith Chopra,3-5 years,53,Male,Gujarat,3,4,45.8,1540.0,0.86,14,24.6,Low,2025-12-17 16:06:13
BEN00947,Ved Mehta,0-2 years,19,Male,Punjab,2,2,11.3,936.0,0.62,19,83.3,High,2025-12-11 16:06:13
BEN00948,Ved Chopra,6-12 years,85,Male,Assam,4,6,42.7,1967.0,0.93,15,9.7,Low,2025-12-12 16:06:13
BEN00949,Atharva Rao,0-2 years,18,Male,Andhra Pradesh,3,1,15.9,1016.0,0.7,22,76.5,High,2025-12-12 16:06:13
BEN00950,Aadhya Yadav,3-5 years,40,Female,West Bengal,2,3,29.6,995.0,0.39,40,100.0,High,2025-12-31 16:06:13
BEN00951,Myra Gupta,6-12 years,101,Female,Kerala,2,7,53.0,1679.0,0.77,4,35.5,Medium,2025-12-29 16:06:13
BEN00952,Sai Verma,6-12 years,96,Male,Kerala,4,7,45.4,1868.0,0.78,19,11.3,Low,2025-12-20 16:06:13
BEN00953,Shaurya Khan,6-12 years,82,Male,NCT Delhi,3,4,51.8,2049.0,0.92,29,30.5,Medium,2025-12-20 16:06:13
BEN00954,Reyansh Desai,3-5 years,43,Male,NCT Delhi,2,6,35.9,1879.0,0.85,36,48.5,Medium,2025-12-19 16:06:13
BEN00955,Zoya Sharma,0-2 years,4,Female,Karnataka,3,4,52.9,2117.0,0.91,25,30.1,Medium,2025-12-28 16:06:13
BEN00956,Prisha Mehta,6-12 years,131,Female,Uttar Pradesh,3,5,44.6,1589.0,0.85,16,38.8,Medium,2025-12-18 16:06:13
BEN00957,Kiara Chopra,0-2 years,2,Female,Karnataka,3,4,51.2,1557.0,0.78,38,35.4,Medium,2025-12-13 16:06:13
BEN00958,Zoya Sharma,3-5 years,39,Female,Gujarat,3,4,53.5,1843.0,0.76,12,30.9,Medium,2025-12-15 16:06:13
BEN00959,Siya Reddy,0-2 years,24,Female,Rajasthan,3,5,52.0,2035.0,1.0,12,16.8,Low,2025-12-17 16:06:13
BEN00960,Krishna Joshi,0-2 years,23,Male,Uttar Pradesh,4,7,53.4,1505.0,0.88,33,5.8,Low,2025-12-16 16:06:13
BEN00961,Anika Iyer,3-5 years,46,Female,Jammu and Kashmir,3,1,16.4,862.0,0.33,37,100.0,High,2026-01-02 16:06:13
BEN00962,Aaradhya Pandey,13-18 years,208,Female,Jharkhand,3,6,57.2,1677.0,0.84,21,25.2,Low,2025-12-08 16:06:13
BEN00963,Reyansh Yadav,3-5 years,54,Male,Andhra Pradesh,4,5,38.0,1675.0,0.78,7,13.0,Low,2025-12-27 16:06:13
BEN00964,Ved Sharma,13-18 years,205,Male,Bihar,3,5,45.2,1722.0,0.91,14,29.2,Low,2025-12-06 16:06:13
BEN00965,Aryan Malhotra,0-2 years,11,Male,Assam,3,1,11.7,1342.0,0.66,30,78.0,High,2026-01-02 16:06:13
BEN00966,Aditya Singh,13-18 years,157,Male,NCT Delhi,3,6,37.1,1504.0,0.76,32,47.8,Medium,2025-12-09 16:06:13
BEN00967,Reyansh Gupta,3-5 years,43,Male,Jharkhand,1,3,10.6,882.0,0.37,4,100.0,High,2025-12-15 16:06:13
BEN00968,Sara Singh,3-5 years,39,Female,NCT Delhi,2,3,22.6,1361.0,0.42,33,95.5,High,2025-12-24 16:06:13
BEN00969,Ananya Rao,3-5 years,53,Female,Haryana,3,3,14.1,887.0,0.35,20,83.4,High,2025-12-14 16:06:13
BEN00970,Aryan Malhotra,6-12 years,130,Male,NCT Delhi,3,4,39.4,2054.0,0.99,32,39.2,Medium,2025-12-22 16:06:13
BEN00971,Aadhya Verma,3-5 years,42,Female,Jammu and Kashmir,3,7,46.8,2021.0,0.94,22,19.3,Low,2025-12-08 16:06:13
BEN00972,Arnav Iyer,6-12 years,102,Male,West Bengal,1,3,25.8,1377.0,0.47,9,95.1,High,2025-12-13 16:06:13
BEN00973,Prisha Desai,3-5 years,47,Female,Gujarat,3,5,35.6,1763.0,0.78,22,29.1,Low,2025-12-15 16:06:13
BEN00974,Ananya Pandey,3-5 years,54,Female,Andhra Pradesh,3,3,25.7,1126.0,0.68,6,76.7,High,2025-12-14 16:06:13
BEN00975,Advaith Mehta,3-5 years,50,Male,Rajasthan,3,6,43.5,1896.0,0.82,29,14.0,Low,2025-12-13 16:06:13
BEN00976,Ishita Iyer,13-18 years,163,Female,Odisha,4,6,52.8,2117.0,0.84,25,10.8,Low,2025-12-07 16:06:13
BEN00977,Aadhya Chopra,6-12 years,86,Female,Maharashtra,2,2,27.3,1277.0,0.69,16,91.1,High,2026-01-02 16:06:13
BEN00978,Ishita Desai,6-12 years,126,Female,Tamil Nadu,3,7,47.3,2112.0,0.97,9,8.8,Low,2025-12-14 16:06:13
BEN00979,Kiara Yadav,0-2 years,8,Female,Telangana,3,2,26.3,1272.0,0.66,24,61.8,High,2025-12-19 16:06:13
BEN00980,Aditya Malhotra,3-5 years,41,Male,Assam,3,4,45.7,2158.0,0.86,18,32.0,Medium,2025-12-11 16:06:13
BEN00981,Dhruv Desai,3-5 years,58,Male,Haryana,1,3,22.4,839.0,0.51,37,100.0,High,2025-12-10 16:06:13
BEN00982,Siya Yadav,0-2 years,18,Female,Maharashtra,3,3,22.1,819.0,0.35,43,79.0,High,2025-12-23 16:06:13
BEN00983,Ayaan Yadav,13-18 years,197,Male,Jammu and Kashmir,3,4,35.7,2077.0,0.8,1,34.8,Medium,2026-01-01 16:06:13
BEN00984,Anika Yadav,13-18 years,196,Female,Jharkhand,2,2,13.2,1180.0,0.32,29,100.0,High,2026-01-02 16:06:13
BEN00985,Krishna Yadav,13-18 years,207,Male,Maharashtra,2,3,28.2,1111.0,0.33,34,100.0,High,2025-12-26 16:06:13
BEN00986,Avni Sharma,13-18 years,165,Female,Punjab,3,7,39.5,1896.0,0.91,3,26.2,Low,2025-12-05 16:06:13
BEN00987,Ishaan Pandey,6-12 years,119,Male,Jammu and Kashmir,3,5,53.7,1892.0,0.91,10,19.5,Low,2026-01-03 16:06:13
BEN00988,Aadhya Rao,3-5 years,44,Female,Rajasthan,3,7,53.2,1819.0,0.89,10,9.6,Low,2025-12-15 16:06:13
BEN00989,Sara Iyer,3-5 years,36,Female,Assam,2,7,48.0,2149.0,0.85,2,22.8,Low,2025-12-23 16:06:13
BEN00990,Anika Patel,6-12 years,119,Female,Kerala,3,2,14.7,1264.0,0.34,30,91.1,High,2025-12-07 16:06:13
BEN00991,Aryan Desai,0-2 years,17,Male,West Bengal,3,2,23.1,1304.0,0.68,11,69.3,High,2025-12-05 16:06:13
BEN00992,Prisha Pandey,3-5 years,57,Female,Tamil Nadu,2,5,59.4,2104.0,0.95,1,33.6,Medium,2025-12-26 16:06:13
BEN00993,Syed Sharma,3-5 years,53,Male,Maharashtra,3,4,52.8,1944.0,0.85,34,29.2,Low,2026-01-03 16:06:13
BEN00994,Myra Patel,3-5 years,39,Female,Andhra Pradesh,3,6,38.7,1985.0,0.98,16,27.3,Low,2025-12-05 16:06:13
BEN00995,Ved Yadav,6-12 years,94,Male,Telangana,2,2,21.5,816.0,0.41,32,100.0,High,2025-12-05 16:06:13
BEN00996,Zoya Singh,13-18 years,212,Female,Punjab,3,7,42.5,1804.0,0.77,26,13.8,Low,2025-12-25 16:06:13
BEN00997,Aaradhya Chopra,6-12 years,128,Female,Punjab,3,6,37.5,1723.0,0.76,25,38.9,Medium,2025-12-12 16:06:13
BEN00998,Kabir Reddy,6-12 years,126,Male,Kerala,2,5,36.1,1578.0,0.8,4,59.7,Medium,2025-12-06 16:06:13
BEN00999,Aryan Sharma,3-5 years,49,Male,Assam,3,5,36.8,1898.0,0.89,24,37.7,Medium,2025-12-18 16:06:13
BEN01000,Aryan Chopra,6-12 years,72,Male,Rajasthan,4,7,40.5,1955.0,0.98,19,0.9,Low,2025-12-09 16:06:13
BEN01001,Ishaan Das,6-12 years,81,Male,Tamil Nadu,3,4,51.6,2088.0,0.84,27,28.7,Low,2025-12-17 16:06:13
BEN01002,Ishita Kumar,3-5 years,38,Female,Andhra Pradesh,1,2,22.1,887.0,0.59,26,95.2,High,2025-12-25 16:06:13
BEN01003,Aryan Desai,6-12 years,121,Male,Telangana,3,6,35.2,1737.0,0.85,4,21.1,Low,2025-12-19 16:06:13
BEN01004,Ayaan Chopra,3-5 years,58,Male,Odisha,1,3,11.9,1008.0,0.31,8,100.0,High,2025-12-27 16:06:13
BEN01005,Kabir Iyer,0-2 years,3,Male,Tamil Nadu,2,4,48.6,2190.0,0.86,17,38.9,Medium,2025-12-11 16:06:13
BEN01006,Aditya Khan,3-5 years,39,Male,Kerala,2,4,36.6,1935.0,0.81,13,50.3,Medium,2025-12-22 16:06:13
BEN01007,Prisha Verma,3-5 years,54,Female,Uttar Pradesh,2,3,21.0,801.0,0.43,7,95.9,High,2025-12-10 16:06:13
BEN01008,Aaradhya Desai,6-12 years,118,Female,Jharkhand,2,4,58.3,1859.0,0.83,20,43.1,Medium,2025-12-19 16:06:13
BEN01009,Aarav Malhotra,0-2 years,22,Male,Kerala,3,5,43.5,1900.0,0.86,35,31.6,Medium,2025-12-08 16:06:13
BEN01010,Ved Iyer,13-18 years,170,Male,Kerala,3,4,39.6,2125.0,0.98,28,33.0,Medium,2025-12-26 16:06:13
BEN01011,Sai Singh,6-12 years,111,Male,Gujarat,4,7,45.9,1878.0,0.8,15,10.5,Low,2026-01-02 16:06:13
BEN01012,Dhruv Desai,0-2 years,24,Male,Jammu and Kashmir,2,3,15.9,954.0,0.45,27,86.6,High,2025-12-17 16:06:13
BEN01013,Arjun Verma,6-12 years,119,Male,Kerala,3,5,35.4,1933.0,0.86,14,30.6,Medium,2025-12-29 16:06:13
BEN01014,Pari Desai,0-2 years,17,Female,Andhra Pradesh,2,1,16.2,1164.0,0.37,26,100.0,High,2025-12-14 16:06:13
BEN01015,Anika Rao,6-12 years,83,Female,Kerala,3,4,47.0,1532.0,0.75,14,36.3,Medium,2025-12-31 16:06:13
BEN01016,Advaith Singh,6-12 years,110,Male,Tamil Nadu,3,1,22.7,1273.0,0.58,5,72.4,High,2025-12-30 16:06:13
BEN01017,Sai Das,6-12 years,118,Male,Kerala,3,3,27.4,1278.0,0.44,1,82.1,High,2025-12-25 16:06:13
BEN01018,Muhammad Verma,3-5 years,56,Male,Jharkhand,3,5,42.4,2038.0,0.85,17,18.7,Low,2025-12-25 16:06:13
BEN01019,Arnav Iyer,13-18 years,176,Male,Haryana,4,4,51.2,1503.0,0.81,42,32.4,Medium,2025-12-28 16:06:13
BEN01020,Aditi Iyer,13-18 years,195,Female,Karnataka,2,6,53.3,1725.0,0.84,17,34.2,Medium,2026-01-02 16:06:13
BEN01021,Arjun Singh,3-5 years,49,Male,Odisha,3,6,44.7,1853.0,0.8,27,17.6,Low,2026-01-01 16:06:13
BEN01022,Prisha Malhotra,6-12 years,138,Female,Punjab,1,3,23.7,942.0,0.48,6,100.0,High,2025-12-21 16:06:13
BEN01023,Ishaan Nair,6-12 years,120,Male,Telangana,4,6,52.7,1658.0,0.91,39,16.5,Low,2025-12-21 16:06:13
BEN01024,Saanvi Nair,6-12 years,107,Female,NCT Delhi,1,3,10.9,1130.0,0.49,18,98.8,High,2025-12-26 16:06:13
BEN01025,Arjun Mehta,0-2 years,5,Male,Punjab,3,7,38.1,2112.0,0.76,18,15.7,Low,2025-12-25 16:06:13
BEN01026,Pari Desai,3-5 years,50,Female,Rajasthan,2,2,11.1,1355.0,0.56,42,82.8,High,2025-12-15 16:06:13
BEN01027,Aadhya Malhotra,13-18 years,157,Female,Madhya Pradesh,4,6,57.4,1537.0,0.79,44,21.9,Low,2025-12-25 16:06:13
BEN01028,Reyansh Joshi,3-5 years,42,Male,Chhattisgarh,2,2,27.0,887.0,0.31,26,100.0,High,2025-12-16 16:06:13
BEN01029,Siya Iyer,3-5 years,41,Female,Punjab,4,5,40.1,2037.0,0.82,0,14.2,Low,2025-12-19 16:06:13
BEN01030,Arnav Joshi,6-12 years,83,Male,Uttar Pradesh,3,6,50.2,1752.0,0.76,28,21.1,Low,2025-12-29 16:06:13
BEN01031,Sara Rao,3-5 years,36,Female,Assam,3,5,40.7,1796.0,0.89,44,22.9,Low,2025-12-28 16:06:13
BEN01032,Shaurya Patel,6-12 years,142,Male,Rajasthan,3,7,36.2,2111.0,0.85,8,18.3,Low,2026-01-01 16:06:13
BEN01033,Syed Yadav,6-12 years,134,Male,Punjab,3,4,51.9,1573.0,0.86,14,41.9,Medium,2025-12-07 16:06:13
BEN01034,Advaith Mehta,3-5 years,52,Male,Jharkhand,2,4,35.0,1892.0,0.9,35,61.8,High,2025-12-11 16:06:13
BEN01035,Syed Khan,0-2 years,21,Male,Kerala,1,2,27.5,1066.0,0.41,36,97.2,High,2025-12-28 16:06:13
BEN01036,Kiara Desai,6-12 years,117,Female,Kerala,3,2,28.8,1310.0,0.64,17,77.8,High,2025-12-22 16:06:13
BEN01037,Prisha Yadav,3-5 years,50,Female,Uttar Pradesh,2,2,21.4,1084.0,0.5,4,95.4,High,2025-12-15 16:06:13
BEN01038,Aarav Khan,3-5 years,58,Male,Karnataka,2,3,29.6,1097.0,0.67,29,86.3,High,2025-12-22 16:06:13
BEN01039,Arnav Iyer,0-2 years,19,Male,Haryana,2,4,53.7,1655.0,0.8,35,34.5,Medium,2025-12-30 16:06:13
BEN01040,Kiara Pandey,0-2 years,24,Female,Jharkhand,3,5,38.4,1797.0,0.78,14,34.8,Medium,2025-12-05 16:06:13
BEN01041,Atharva Singh,6-12 years,108,Male,Kerala,2,5,44.1,1815.0,0.97,27,36.3,Medium,2026-01-03 16:06:13
BEN01042,Shaurya Shah,3-5 years,36,Male,NCT Delhi,2,1,25.5,1363.0,0.36,24,96.9,High,2025-12-11 16:06:13
BEN01043,Sai Iyer,6-12 years,140,Male,Telangana,2,2,25.4,1282.0,0.65,12,98.4,High,2025-12-16 16:06:13
BEN01044,Aditya Sharma,0-2 years,23,Male,Haryana,1,1,26.4,1271.0,0.67,20,79.7,High,2025-12-08 16:06:13
BEN01045,Advaith Chopra,13-18 years,210,Male,Punjab,2,7,49.5,2136.0,0.95,34,33.9,Medium,2025-12-26 16:06:13
BEN01046,Reyansh Mehta,3-5 years,45,Male,Karnataka,3,6,39.4,1912.0,0.81,27,28.7,Low,2025-12-31 16:06:13
BEN01047,Pranav Shah,0-2 years,3,Male,Gujarat,4,4,50.0,1669.0,0.87,34,22.4,Low,2025-12-05 16:06:13
BEN01048,Navya Desai,6-12 years,136,Female,Andhra Pradesh,1,3,14.4,817.0,0.69,14,91.9,High,2025-12-18 16:06:13
BEN01049,Ayaan Malhotra,6-12 years,140,Male,Karnataka,3,4,58.0,2054.0,0.8,20,23.8,Low,2025-12-15 16:06:13
BEN01050,Aditya Singh,3-5 years,54,Male,Odisha,4,5,57.1,2007.0,0.92,4,12.6,Low,2025-12-09 16:06:13
BEN01051,Advaith Verma,6-12 years,86,Male,Kerala,4,6,40.7,1641.0,0.98,42,18.7,Low,2025-12-07 16:06:13
BEN01052,Arnav Iyer,3-5 years,57,Male,Punjab,2,5,35.4,1808.0,0.81,26,51.4,Medium,2025-12-10 16:06:13
BEN01053,Saanvi Mehta,6-12 years,82,Female,Punjab,3,4,41.4,2070.0,0.9,28,29.0,Low,2026-01-01 16:06:13
BEN01054,Ishita Iyer,0-2 years,0,Female,Kerala,4,6,48.1,2031.0,0.83,20,18.6,Low,2025-12-14 16:06:13
BEN01055,Syed Khan,3-5 years,50,Male,Haryana,3,4,36.0,1525.0,0.96,5,36.2,Medium,2025-12-10 16:06:13
BEN01056,Arnav Das,6-12 years,111,Male,Odisha,3,4,56.5,1606.0,0.82,10,30.1,Medium,2026-01-03 16:06:13
BEN01057,Sai Shah,13-18 years,187,Male,Rajasthan,3,4,56.3,1992.0,0.77,32,32.7,Medium,2025-12-14 16:06:13
BEN01058,Shaurya Khan,6-12 years,96,Male,Karnataka,3,5,59.1,2151.0,0.94,4,22.0,Low,2025-12-17 16:06:13
BEN01059,Vivaan Patel,6-12 years,97,Male,Andhra Pradesh,3,6,54.0,1570.0,0.85,20,18.9,Low,2026-01-02 16:06:13
BEN01060,Anika Malhotra,6-12 years,79,Female,Jharkhand,3,4,49.8,1633.0,0.84,2,23.3,Low,2025-12-31 16:06:13
BEN01061,Angel Iyer,6-12 years,130,Female,Bihar,3,5,36.9,1515.0,0.99,12,39.4,Medium,2025-12-14 16:06:13
BEN01062,Angel Kumar,6-12 years,112,Female,Andhra Pradesh,2,3,10.4,1379.0,0.36,37,100.0,High,2025-12-30 16:06:13
BEN01063,Kabir Malhotra,3-5 years,45,Male,Jharkhand,1,1,19.8,1093.0,0.33,0,97.8,High,2025-12-08 16:06:13
BEN01064,Vivaan Reddy,3-5 years,45,Male,Gujarat,2,1,12.2,1181.0,0.57,7,96.1,High,2025-12-10 16:06:13
BEN01065,Pranav Kumar,6-12 years,93,Male,Madhya Pradesh,3,4,45.2,2189.0,0.94,18,37.1,Medium,2025-12-08 16:06:13
BEN01066,Atharva Das,3-5 years,36,Male,Karnataka,3,3,28.6,888.0,0.55,8,71.9,High,2026-01-01 16:06:13
BEN01067,Ved Chopra,3-5 years,36,Male,Assam,3,7,46.4,2023.0,0.82,16,14.7,Low,2025-12-28 16:06:13
BEN01068,Siya Pandey,6-12 years,83,Female,Kerala,3,7,45.2,1759.0,0.96,11,19.9,Low,2025-12-19 16:06:13
BEN01069,Arjun Rao,0-2 years,17,Male,Bihar,2,4,55.7,1922.0,0.8,37,43.4,Medium,2025-12-13 16:06:13
BEN01070,Atharva Rao,0-2 years,10,Male,Punjab,3,7,51.8,2010.0,0.92,16,7.6,Low,2025-12-20 16:06:13
BEN01071,Diya Desai,3-5 years,49,Female,Jharkhand,2,1,16.2,989.0,0.32,23,99.3,High,2025-12-17 16:06:13
BEN01072,Pari Das,3-5 years,51,Female,NCT Delhi,3,1,28.5,806.0,0.4,8,98.8,High,2025-12-12 16:06:13
BEN01073,Navya Malhotra,6-12 years,134,Female,NCT Delhi,3,4,52.8,1549.0,0.87,0,33.0,Medium,2025-12-19 16:06:13
BEN01074,Advaith Patel,13-18 years,193,Male,NCT Delhi,3,7,43.0,1910.0,0.77,3,12.7,Low,2025-12-24 16:06:13
BEN01075,Angel Nair,3-5 years,38,Female,Rajasthan,4,7,45.5,1543.0,0.87,42,6.8,Low,2025-12-23 16:06:13
BEN01076,Reyansh Kumar,6-12 years,116,Male,Assam,2,2,26.2,1288.0,0.56,3,90.5,High,2025-12-08 16:06:13
BEN01077,Myra Shah,13-18 years,193,Female,Gujarat,3,6,38.4,1896.0,0.91,10,40.9,Medium,2025-12-07 16:06:13
BEN01078,Ananya Pandey,3-5 years,60,Female,NCT Delhi,2,4,52.6,1725.0,0.89,30,46.1,Medium,2025-12-08 16:06:13
BEN01079,Muhammad Das,13-18 years,191,Male,Andhra Pradesh,4,6,55.2,2122.0,0.96,8,6.1,Low,2025-12-09 16:06:13
BEN01080,Anika Gupta,13-18 years,213,Female,Bihar,3,7,58.9,1710.0,0.82,5,18.9,Low,2025-12-07 16:06:13
BEN01081,Pranav Nair,0-2 years,15,Male,Odisha,3,6,40.2,2164.0,0.77,16,18.6,Low,2025-12-13 16:06:13
BEN01082,Siya Nair,6-12 years,85,Female,Assam,3,4,40.8,2165.0,0.76,40,24.2,Low,2025-12-22 16:06:13
BEN01083,Saanvi Yadav,13-18 years,162,Female,Gujarat,3,5,40.9,1762.0,0.8,31,36.4,Medium,2025-12-30 16:06:13
BEN01084,Avni Malhotra,6-12 years,89,Female,Punjab,3,7,38.6,1630.0,0.8,32,32.9,Medium,2025-12-23 16:06:13
BEN01085,Navya Mehta,3-5 years,43,Female,Odisha,4,7,56.9,1556.0,0.79,33,12.6,Low,2025-12-05 16:06:13
BEN01086,Prisha Verma,3-5 years,57,Female,Haryana,1,1,27.8,1286.0,0.61,37,93.7,High,2026-01-03 16:06:13
BEN01087,Krishna Yadav,3-5 years,55,Male,Punjab,3,7,36.1,1605.0,0.86,35,32.9,Medium,2025-12-20 16:06:13
BEN01088,Atharva Malhotra,0-2 years,0,Male,Bihar,3,4,35.6,1528.0,0.96,35,46.5,Medium,2025-12-25 16:06:13
BEN01089,Kabir Sharma,6-12 years,124,Male,Madhya Pradesh,3,6,55.5,1735.0,0.77,10,15.8,Low,2025-12-29 16:06:13
BEN01090,Sara Nair,0-2 years,9,Female,Punjab,4,4,42.2,2015.0,0.94,19,4.0,Low,2025-12-19 16:06:13
BEN01091,Ayaan Chopra,3-5 years,38,Male,Telangana,2,7,41.1,1952.0,0.83,16,21.9,Low,2025-12-24 16:06:13
BEN01092,Ved Iyer,6-12 years,99,Male,Jharkhand,3,7,37.8,1927.0,0.86,40,31.0,Medium,2025-12-22 16:06:13
BEN01093,Ishita Gupta,6-12 years,86,Female,Kerala,3,6,54.2,1995.0,0.76,11,17.3,Low,2026-01-02 16:06:13
BEN01094,Siya Nair,13-18 years,185,Female,Gujarat,3,6,43.9,1774.0,0.95,12,16.7,Low,2025-12-31 16:06:13
BEN01095,Shaurya Reddy,13-18 years,181,Male,Karnataka,2,6,57.2,1619.0,0.87,22,43.3,Medium,2025-12-15 16:06:13
BEN01096,Ishaan Chopra,6-12 years,134,Male,Karnataka,3,4,59.8,2071.0,0.96,28,36.9,Medium,2025-12-20 16:06:13
BEN01097,Kiara Malhotra,13-18 years,197,Female,Tamil Nadu,3,4,57.9,2181.0,0.82,31,32.9,Medium,2025-12-17 16:06:13
BEN01098,Aditya Reddy,3-5 years,40,Male,Uttar Pradesh,1,1,27.4,1248.0,0.39,18,100.0,High,2025-12-08 16:06:13
BEN01099,Pari Malhotra,3-5 years,51,Female,Punjab,3,7,35.4,1539.0,0.82,7,26.1,Low,2025-12-29 16:06:13
BEN01100,Ved Chopra,3-5 years,53,Male,Uttar Pradesh,3,1,25.7,1365.0,0.65,21,73.1,High,2025-12-26 16:06:13
BEN01101,Dhruv Sharma,3-5 years,57,Male,Odisha,3,6,38.6,1948.0,0.94,10,28.9,Low,2025-12-22 16:06:13
BEN01102,Navya Verma,3-5 years,42,Female,Jharkhand,4,5,43.8,1867.0,0.9,5,5.8,Low,2025-12-27 16:06:13
BEN01103,Diya Kumar,13-18 years,164,Female,Telangana,3,5,48.8,1581.0,0.85,23,32.3,Medium,2025-12-20 16:06:13
BEN01104,Saanvi Shah,13-18 years,162,Female,Gujarat,3,5,54.1,2119.0,0.92,27,27.7,Low,2025-12-13 16:06:13
BEN01105,Aarav Verma,0-2 years,17,Male,Kerala,1,3,18.4,1268.0,0.44,31,97.3,High,2025-12-29 16:06:13
BEN01106,Arjun Khan,13-18 years,165,Male,Odisha,4,5,37.9,1791.0,0.8,39,33.1,Medium,2026-01-01 16:06:13
BEN01107,Syed Das,3-5 years,51,Male,Tamil Nadu,3,7,44.8,2089.0,0.92,44,23.8,Low,2025-12-06 16:06:13
BEN01108,Advaith Malhotra,3-5 years,36,Male,Karnataka,1,1,12.4,1328.0,0.61,22,82.9,High,2025-12-11 16:06:13
BEN01109,Siya Verma,3-5 years,53,Female,Jharkhand,3,7,35.4,1688.0,0.84,21,21.5,Low,2025-12-30 16:06:13
BEN01110,Pranav Mehta,3-5 years,40,Male,Punjab,3,6,57.5,2006.0,0.76,42,29.9,Low,2025-12-15 16:06:13
BEN01111,Muhammad Joshi,6-12 years,136,Male,Bihar,3,5,45.1,1619.0,0.8,35,24.9,Low,2025-12-17 16:06:13
BEN01112,Diya Kumar,0-2 years,17,Female,Punjab,2,1,27.5,1115.0,0.31,0,100.0,High,2025-12-24 16:06:13
BEN01113,Reyansh Pandey,0-2 years,10,Male,West Bengal,3,6,38.9,1774.0,0.96,4,22.2,Low,2025-12-28 16:06:13
BEN01114,Reyansh Iyer,13-18 years,165,Male,Jharkhand,3,4,47.7,1881.0,0.87,25,32.9,Medium,2025-12-23 16:06:13
BEN01115,Atharva Verma,6-12 years,105,Male,Jharkhand,2,6,39.7,1740.0,0.9,33,49.9,Medium,2025-12-06 16:06:13
BEN01116,Angel Singh,3-5 years,53,Female,Maharashtra,1,2,13.0,987.0,0.62,31,94.8,High,2025-12-12 16:06:13
BEN01117,Arnav Pandey,3-5 years,44,Male,Kerala,4,7,37.8,1804.0,0.86,18,10.3,Low,2025-12-18 16:06:13
BEN01118,Pihu Patel,6-12 years,132,Female,Punjab,3,4,49.3,2119.0,0.75,21,26.5,Low,2025-12-30 16:06:13
BEN01119,Ananya Verma,6-12 years,137,Female,Jharkhand,2,1,19.4,1109.0,0.63,27,100.0,High,2025-12-15 16:06:13
BEN01120,Avni Sharma,13-18 years,188,Female,Gujarat,3,4,58.6,2123.0,0.88,42,39.6,Medium,2025-12-30 16:06:13
BEN01121,Ishaan Verma,6-12 years,123,Male,Odisha,3,4,39.7,1784.0,0.93,4,27.4,Low,2025-12-30 16:06:13
